SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,% PARTICIPACIÓN,% PRI
5414,8,8,381,751,27,123,88,565,1502,FALSO,35,16,54,1,2,0,10,1,0,0,0,0,104,8,24,32,3724,8,84,3816,5848,65%,20%
5415,5,5,187,453,28,93,34,211,1135,FALSO,20,2,22,0,0,0,7,1,0,1,1,2,90,1,16,16,2320,4,62,2386,3627,66%,19%
5416,7,7,515,572,39,118,64,317,1397,FALSO,30,2,41,0,0,1,5,2,0,1,0,0,105,4,22,32,3267,0,66,3333,5139,65%,17%
5417,9,9,515,723,32,156,77,417,1646,FALSO,40,8,47,0,0,0,16,1,0,0,0,0,74,4,21,21,3798,0,107,3905,6594,59%,19%
5418,5,5,195,424,13,100,58,254,1111,FALSO,29,3,29,0,0,0,10,0,0,0,1,0,70,4,19,12,2332,4,34,2370,3610,66%,18%
5419,4,4,159,380,11,54,40,184,575,FALSO,23,6,18,0,0,0,6,0,0,0,0,0,35,2,5,7,1505,2,37,1544,2285,68%,25%
5420,3,3,179,351,10,45,25,132,507,FALSO,14,2,13,0,0,0,7,1,1,0,1,0,21,0,6,7,1322,2,33,1357,1849,73%,26%
5421,3,3,101,218,8,34,13,123,323,FALSO,6,2,23,0,0,0,5,0,0,0,0,0,13,1,1,0,871,0,9,880,2025,43%,25%
5422,4,4,155,357,13,51,36,179,786,FALSO,20,2,19,0,0,0,3,0,0,0,0,0,50,0,7,2,1680,10,56,1746,2414,72%,20%
5423,5,5,119,303,14,87,45,183,1051,FALSO,8,2,12,0,0,0,3,0,0,0,1,0,41,5,11,7,1892,1,49,1942,3284,59%,16%
5424,3,3,89,186,9,47,38,113,614,FALSO,11,17,4,0,0,0,2,1,0,0,0,0,44,1,5,1,1182,0,30,1212,1999,61%,15%
5425,6,6,726,675,23,99,54,211,1175,FALSO,17,10,48,3,0,0,16,1,0,1,0,0,69,5,9,10,3152,0,46,3198,4450,72%,21%
5426,3,3,84,221,9,31,13,76,411,FALSO,4,2,10,0,0,0,2,0,1,1,0,0,10,5,4,1,885,0,32,917,1796,51%,24%
5427,1,1,19,77,5,31,16,31,206,FALSO,3,1,1,0,0,0,4,0,0,0,0,0,6,0,5,8,413,0,8,421,748,56%,18%
5428,4,4,125,377,8,62,33,157,839,FALSO,7,1,10,0,0,0,11,1,0,1,0,0,28,5,12,12,1689,4,38,1731,2957,59%,22%
5429,3,3,88,213,3,47,25,99,553,FALSO,14,2,6,1,2,2,4,1,0,0,0,0,39,1,8,8,1116,5,38,1159,1790,65%,18%
5430,4,4,136,301,6,73,33,141,725,FALSO,14,1,16,0,0,0,9,0,0,0,0,0,42,2,6,7,1512,2,46,1560,2398,65%,19%
5431,6,6,123,370,21,106,39,196,1044,FALSO,27,0,11,0,0,1,6,1,1,0,0,0,42,2,16,7,2013,1,61,2075,4051,51%,18%
5432,3,3,66,190,5,53,29,121,528,FALSO,9,1,4,0,0,0,3,0,0,0,0,0,32,3,8,8,1060,0,34,1094,1776,62%,17%
5433,6,6,134,352,19,102,80,215,1326,FALSO,22,2,4,0,3,0,8,0,0,1,0,0,60,6,18,17,2369,3,68,2440,4168,59%,14%
5434,5,5,322,484,22,100,57,226,1103,FALSO,22,4,37,0,1,1,7,0,0,0,0,0,72,3,24,13,2498,1,53,2552,3712,69%,19%
5435,3,3,204,271,14,73,33,138,734,FALSO,10,1,21,1,0,0,6,1,0,0,0,0,34,3,8,5,1557,1,27,1585,2157,73%,17%
5436,5,5,308,480,31,114,45,236,1030,FALSO,21,4,31,0,0,0,10,1,1,0,0,0,50,4,12,11,2389,1,37,2427,3561,68%,20%
5437,7,7,189,583,14,157,53,344,1383,FALSO,43,8,18,1,0,1,13,1,0,0,0,0,69,7,15,13,2912,3,65,2980,4526,66%,20%
5438,6,6,179,494,18,131,45,225,1196,FALSO,28,6,11,0,0,0,10,0,0,1,1,0,68,6,22,8,2449,5,52,2506,4379,57%,20%
5439,7,7,220,499,12,116,69,262,1408,FALSO,10,0,17,0,2,0,4,0,0,2,0,0,58,4,26,9,2718,0,66,2784,4408,63%,18%
5441,3,3,61,248,12,75,26,87,576,FALSO,8,4,6,1,23,0,7,0,4,3,23,4,23,5,15,2,1213,19,61,1293,2202,59%,19%
5442,4,4,39,243,10,81,43,111,673,FALSO,9,4,7,0,0,0,5,0,0,1,0,1,32,19,27,7,1312,2,66,1380,2650,52%,18%
6433,1,1,10,68,3,21,1,23,156,FALSO,1,0,2,0,0,0,1,0,0,1,0,0,8,0,1,2,298,0,8,306,530,58%,22%
6434,2,2,135,79,6,11,8,85,229,FALSO,5,1,8,0,0,0,3,0,0,2,0,0,7,0,2,2,583,5,11,599,919,65%,13%
6435,2,2,135,142,7,27,5,85,198,FALSO,4,1,13,0,0,0,1,0,0,0,0,0,10,2,1,2,633,0,17,650,884,74%,22%
6436,2,2,17,92,8,26,12,49,250,FALSO,6,0,3,0,0,0,1,0,0,0,0,0,13,2,7,4,490,1,7,498,811,61%,18%
6437,2,2,130,145,9,30,9,60,206,FALSO,1,2,14,1,0,0,2,1,0,1,0,0,12,0,4,2,629,0,18,647,878,74%,22%
6438,2,2,10,138,1,27,14,46,239,FALSO,1,1,8,0,0,0,2,2,0,2,0,0,7,4,2,1,505,0,15,520,829,63%,27%
6439,3,3,399,295,23,43,16,161,400,FALSO,19,2,33,2,0,0,12,0,0,1,0,0,14,1,3,6,1430,4,17,1451,2044,71%,20%
6440,1,1,12,87,3,16,5,42,195,FALSO,3,4,0,0,0,0,0,0,0,0,0,0,5,0,3,3,378,0,8,386,581,66%,23%
6441,2,2,132,153,9,32,11,98,229,FALSO,7,1,14,0,0,0,3,1,0,0,0,0,8,0,1,2,701,1,17,719,965,75%,21%
6442,4,4,659,351,35,53,12,138,408,FALSO,10,4,43,0,0,0,12,1,0,0,0,0,23,1,2,3,1755,5,12,1772,2412,73%,20%
6443,1,1,14,96,1,19,7,29,155,FALSO,3,0,3,0,2,0,0,0,0,0,0,0,13,6,5,4,357,0,16,373,654,57%,26%
6444,1,1,112,94,5,14,11,43,159,FALSO,0,1,7,0,0,0,2,0,0,0,0,1,12,0,0,0,461,1,17,479,669,72%,20%
6445,1,1,94,129,9,22,6,60,178,FALSO,1,0,10,0,0,0,3,0,0,0,0,0,8,1,0,3,524,0,8,532,711,75%,24%
6446,1,1,89,120,2,17,8,68,184,FALSO,4,0,8,0,0,0,4,0,0,0,0,0,5,0,1,2,512,2,10,524,729,72%,23%
6447,1,1,17,80,0,16,12,38,152,FALSO,3,0,2,0,0,0,0,1,0,0,0,0,7,0,3,1,332,0,14,346,573,60%,23%
6448,2,2,267,179,12,18,5,77,183,FALSO,11,2,18,0,0,0,6,2,0,1,0,0,9,0,3,0,793,0,16,809,1044,77%,22%
6449,1,1,171,106,0,14,5,36,114,FALSO,4,3,6,0,0,0,3,0,0,0,0,0,9,0,3,1,475,1,6,482,621,78%,22%
6450,2,2,168,140,6,20,10,87,234,FALSO,7,2,17,0,0,0,3,0,0,1,0,0,12,1,0,0,708,6,14,728,987,74%,19%
6451,1,1,119,109,3,9,4,41,101,#¡CALC!,1,2,11,0,0,0,2,0,0,0,0,0,6,0,0,1,409,0,7,416,552,75%,26%
6452,1,1,126,117,13,16,7,51,129,FALSO,3,0,11,0,0,0,3,1,0,0,0,0,10,0,3,2,492,3,12,507,661,77%,23%
6453,1,1,19,128,2,22,7,40,183,FALSO,3,0,4,0,0,0,3,0,0,1,0,0,16,1,4,1,434,0,17,451,672,67%,28%
6454,1,1,85,102,3,16,11,43,132,FALSO,8,5,0,0,0,0,2,0,1,0,0,0,3,0,0,2,413,1,1,415,577,72%,25%
6455,2,2,120,183,4,28,13,93,234,FALSO,9,1,15,0,0,0,5,1,0,0,0,0,12,0,1,2,721,3,16,740,982,75%,25%
6456,2,2,136,158,4,27,12,88,239,FALSO,11,2,13,1,0,0,4,0,0,0,0,0,10,1,4,3,713,0,15,728,963,76%,22%
6457,1,1,52,105,2,9,3,35,159,FALSO,7,0,5,0,0,0,1,0,0,0,0,11,2,0,1,1,393,1,6,400,557,72%,26%
6458,1,1,73,121,4,8,3,52,177,FALSO,4,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,452,0,12,464,604,77%,26%
6459,2,2,121,160,4,26,13,71,233,FALSO,9,0,11,0,0,0,4,0,0,0,0,0,11,0,1,1,665,0,9,674,937,72%,24%
6460,2,2,71,135,9,33,7,75,198,FALSO,8,0,12,100,0,0,6,0,0,0,0,0,22,0,5,2,683,3,13,699,996,70%,19%
6461,1,1,74,169,3,15,10,46,146,#¡CALC!,3,1,17,0,0,0,2,1,0,0,0,0,10,0,2,2,501,0,7,508,681,75%,33%
6462,2,2,113,149,5,15,9,55,217,FALSO,5,0,15,0,0,0,1,0,0,0,0,0,16,0,0,3,603,0,9,612,807,76%,24%
6516,2,2,59,124,7,80,13,87,430,FALSO,4,0,4,0,0,0,2,0,0,2,0,0,34,2,13,3,864,0,28,892,1494,60%,14%
6671,4,4,58,300,11,63,47,96,828,FALSO,11,0,13,0,0,0,5,1,0,2,1,0,56,2,16,8,1518,1,38,1557,2918,53%,19%
6672,3,3,333,216,12,35,22,107,310,FALSO,5,0,28,0,0,0,2,2,0,0,0,0,12,2,2,3,1091,1,15,1107,1596,69%,20%
6675,2,2,302,289,11,26,13,68,256,#¡CALC!,4,2,27,0,0,0,0,0,0,0,1,0,0,6,0,12,1017,0,16,1033,1357,76%,28%
6676,3,3,567,398,21,34,19,102,257,#¡CALC!,9,3,35,0,0,0,2,0,0,0,0,0,15,1,2,3,1468,0,10,1478,1857,80%,27%
6785,3,3,91,286,15,43,31,163,546,FALSO,18,2,17,0,0,0,5,0,0,0,0,0,33,1,8,8,1267,21,20,1308,2042,64%,22%
6786,4,4,147,431,11,93,24,171,741,FALSO,19,0,12,0,0,0,7,0,0,0,0,0,46,2,11,9,1724,0,35,1759,2837,62%,25%
6787,4,4,110,316,18,67,29,143,666,FALSO,30,0,16,0,0,0,4,0,0,0,0,0,38,3,15,12,1467,1,41,1509,2702,56%,21%
6788,3,3,195,368,18,30,18,125,465,FALSO,12,2,21,0,0,0,5,1,0,1,0,0,24,0,9,4,1298,2,28,1328,1974,67%,28%
6821,3,3,71,268,8,43,20,124,481,FALSO,10,2,12,0,0,0,6,0,0,0,0,0,34,2,8,2,1091,0,36,1127,1900,59%,24%
6822,3,3,62,163,6,27,15,87,355,FALSO,4,5,3,0,0,0,1,0,0,0,0,8,16,2,5,1,760,1,22,783,2007,39%,21%
6823,4,4,118,404,10,69,33,169,741,FALSO,19,1,25,1,0,0,10,0,0,0,0,0,44,1,11,15,1671,2,46,1719,2882,60%,24%
6824,3,3,95,304,6,50,22,146,528,FALSO,16,1,18,0,0,0,4,0,0,0,1,0,30,1,6,3,1231,0,31,1262,2103,60%,24%
6909,5,5,86,362,15,90,48,192,868,FALSO,12,2,13,0,0,0,4,0,0,2,0,0,67,0,9,8,1778,6,39,1823,3016,60%,20%
6910,1,1,0,0,0,0,0,0,0,FALSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0%,#DIV/0!
6911,4,4,211,318,14,68,43,184,786,FALSO,14,0,25,1,0,0,10,1,0,2,0,0,32,1,16,13,1739,1,44,1784,2707,66%,18%
,,,"60,126","107,821","4,117","18,840","8,860","42,264","189,015",#¡CALC!,"3,959",797,"5,382",214,98,40,"1,948",164,40,128,69,116,"10,145",741,"2,706","1,895","459,485",687,"10,919","471,091","719,855",213,#DIV/0!
,,,,0.228875101,,,,0.089715151,0.401228213,,,,,,,,,,,,,,,,,,,,,,,,
